JEE Main %,JEE Advanced %,Mock Avg %,School Board,HSC %,Attempts,Coaching,Study Hour Bin,Family Income,Parent Education,Location Type,Peer Pressure Level,Mental Health,Admission,Dropout
61.44,89.97,54.97,State,82.47,1,Allen,High,High,Graduate,Semi-Urban,High,No,Yes,0
67.72,39.06,76.03,State,64.74,2,Self Study,Medium,Low,SSLC,Semi-Urban,Medium,Yes,No,1
74.78,68.38,55.36,ICSE,62.78,2,FIITJEE,Very Low,Mid,PG,Rural,Low,No,Yes,0
94.75,69.0,70.71,ICSE,88.71,1,FIITJEE,,Mid,Graduate,Urban,Low,Yes,No,0
52.77,42.09,54.33,State,70.1,2,Self Study,High,Low,Graduate,Semi-Urban,Medium,Yes,Yes,0
54.08,44.87,54.6,State,79.63,1,FIITJEE,Low,Low,HSC,Semi-Urban,Low,No,No,1
58.5,58.4,54.59,State,78.02,2,Self Study,Medium,Mid,HSC,Semi-Urban,High,No,Yes,0
76.65,82.77,72.45,CBSE,73.91,2,Self Study,Low,Mid,PG,Semi-Urban,Medium,Yes,No,0
68.2,88.43,54.61,ICSE,57.0,1,Self Study,Very Low,Mid,HSC,Semi-Urban,Medium,Yes,Yes,0
71.17,79.21,92.23,State,67.35,1,Local,Low,Low,Graduate,Semi-Urban,Medium,Yes,Yes,0
68.63,61.59,70.53,CBSE,94.79,1,FIITJEE,Low,High,Graduate,Rural,Low,Yes,Yes,0
57.44,71.26,71.92,ICSE,59.86,2,Allen,Low,Mid,HSC,Urban,Low,No,Yes,0
54.41,49.05,69.28,State,82.44,2,FIITJEE,High,Low,SSLC,Rural,Medium,No,Yes,0
95.43,53.64,40.72,State,84.63,2,Local,High,High,HSC,Rural,Medium,No,No,0
88.31,49.87,73.62,State,90.15,1,Allen,Low,Mid,Graduate,Semi-Urban,Low,No,No,0
84.45,68.41,82.01,State,73.27,2,Local,Low,Mid,SSLC,Semi-Urban,Medium,Yes,No,0
79.74,84.18,90.26,CBSE,77.38,1,Local,Medium,High,Graduate,Semi-Urban,Medium,Yes,No,0
79.24,66.53,82.7,CBSE,72.1,1,FIITJEE,Medium,Low,Graduate,Urban,Medium,No,Yes,0
66.94,96.6,85.28,CBSE,74.72,1,Local,Low,High,Graduate,Rural,High,Yes,No,0
93.41,79.84,69.27,ICSE,78.08,1,Local,Medium,Low,SSLC,Urban,Low,Yes,Yes,0
91.5,71.77,58.18,State,76.53,2,Self Study,Low,High,PG,Rural,Low,No,No,0
77.41,61.23,65.5,ICSE,70.34,2,Allen,Very High,Low,SSLC,Semi-Urban,Low,No,Yes,0
99.36,63.25,51.68,State,86.14,1,Local,Low,Mid,PG,Rural,Low,Yes,Yes,0
71.87,64.51,71.95,State,83.58,2,Self Study,Medium,Mid,SSLC,Rural,High,No,No,0
65.23,84.24,71.78,State,54.5,1,Local,Very High,High,PG,Rural,Low,No,Yes,0
72.65,59.79,47.54,ICSE,93.04,1,Local,Low,High,PG,Urban,Low,Yes,Yes,0
80.72,66.1,80.54,State,87.92,1,FIITJEE,Low,High,HSC,Semi-Urban,Low,No,Yes,0
74.41,78.16,73.68,State,70.06,1,FIITJEE,Very Low,Low,Graduate,Urban,High,Yes,No,1
76.63,56.88,83.4,CBSE,83.93,2,Local,Very Low,High,HSC,Rural,Low,Yes,No,0
78.0,94.78,76.61,ICSE,76.76,2,Self Study,Very High,Low,SSLC,Rural,Low,Yes,Yes,0
85.81,70.36,62.59,ICSE,65.12,2,Local,Very Low,Mid,HSC,Urban,Low,No,Yes,0
73.4,57.16,57.53,State,80.65,2,Self Study,Medium,Low,SSLC,Rural,Medium,No,Yes,0
55.28,92.64,76.11,State,77.18,1,Local,Low,Low,HSC,Semi-Urban,Medium,No,No,1
71.12,91.76,56.99,ICSE,85.13,2,FIITJEE,Very Low,High,PG,Urban,Low,No,No,0
70.42,64.5,75.7,State,74.92,1,Self Study,Very Low,High,SSLC,Rural,Low,No,No,0
60.15,77.57,54.21,State,76.8,2,FIITJEE,Medium,High,HSC,Urban,Low,No,No,0
99.23,56.82,84.33,State,77.52,2,FIITJEE,Low,High,SSLC,Semi-Urban,Low,Yes,Yes,0
82.95,75.81,78.91,CBSE,87.09,1,Allen,High,High,HSC,Rural,Low,No,Yes,0
83.99,65.34,64.81,CBSE,75.63,2,FIITJEE,Very High,Low,HSC,Rural,High,No,Yes,0
41.03,66.69,74.16,State,85.06,2,FIITJEE,High,Low,PG,Rural,High,No,Yes,0
55.85,61.04,65.29,CBSE,88.44,2,FIITJEE,Medium,Low,HSC,Semi-Urban,Low,Yes,No,1
78.77,68.37,61.96,ICSE,62.17,2,Self Study,Low,High,Graduate,Semi-Urban,Low,No,Yes,0
64.07,48.69,76.16,ICSE,78.47,2,Self Study,Very Low,Mid,HSC,Urban,Low,No,No,0
74.17,47.55,62.45,State,78.66,1,Self Study,Medium,High,Graduate,Semi-Urban,Medium,Yes,No,0
42.31,62.18,42.4,ICSE,64.79,2,Self Study,Low,High,HSC,Urban,Medium,Yes,No,0
79.43,62.18,56.5,CBSE,80.3,2,Local,Very Low,Low,PG,Urban,Medium,Yes,No,1
85.17,54.02,55.5,State,78.4,1,Self Study,Low,Mid,SSLC,Urban,High,Yes,Yes,0
48.35,91.62,52.5,CBSE,65.9,2,Self Study,Very High,High,PG,Semi-Urban,High,Yes,No,0
78.44,34.93,51.43,ICSE,82.84,2,Local,Low,Mid,SSLC,Rural,High,Yes,Yes,0
74.57,30.01,77.5,ICSE,80.15,1,FIITJEE,Medium,High,Graduate,Rural,Medium,Yes,Yes,0
45.65,56.96,56.29,CBSE,69.43,2,Allen,Low,Low,Graduate,Rural,Low,No,No,1
82.91,62.05,60.96,CBSE,64.1,1,Self Study,Very Low,Low,SSLC,Urban,Medium,No,No,1
71.22,60.7,55.24,ICSE,74.18,1,Self Study,Low,Low,HSC,Semi-Urban,High,No,No,1
50.4,53.78,72.08,ICSE,65.77,2,Allen,Medium,High,PG,Rural,Medium,Yes,No,0
51.9,100.0,63.32,ICSE,67.5,1,Local,Medium,Low,PG,Semi-Urban,Medium,Yes,No,1
86.14,73.18,81.35,CBSE,65.96,1,FIITJEE,High,High,HSC,Rural,High,Yes,No,0
76.22,74.31,69.48,ICSE,74.44,1,Self Study,Low,Mid,SSLC,Rural,Low,No,No,0
80.28,68.12,63.03,ICSE,59.64,2,FIITJEE,Low,Mid,SSLC,Semi-Urban,Medium,Yes,Yes,0
85.43,64.91,61.22,ICSE,77.85,1,Local,High,High,HSC,Urban,Medium,No,No,0
85.94,61.05,82.51,CBSE,69.27,2,Allen,Low,Mid,HSC,Rural,Medium,No,Yes,0
81.23,72.16,59.18,ICSE,81.88,2,Allen,Low,Mid,SSLC,Semi-Urban,Low,Yes,Yes,0
64.3,71.46,77.92,State,74.64,1,FIITJEE,Medium,High,SSLC,Semi-Urban,High,No,Yes,0
64.59,70.02,71.96,CBSE,74.35,1,Local,High,High,Graduate,Urban,Medium,Yes,Yes,0
43.9,47.53,74.72,CBSE,72.88,1,Allen,Low,Mid,HSC,Semi-Urban,Medium,No,Yes,0
80.79,48.57,70.91,CBSE,81.42,1,Self Study,High,Low,PG,Rural,Low,Yes,Yes,0
60.9,64.37,88.23,ICSE,70.21,1,FIITJEE,Very Low,Mid,PG,Semi-Urban,High,No,Yes,1
88.73,37.96,68.42,CBSE,74.46,1,Self Study,Low,Low,PG,Urban,Low,No,No,1
86.75,44.3,54.5,CBSE,77.4,2,Local,Medium,Low,PG,Urban,Medium,Yes,Yes,0
100.0,76.82,60.98,CBSE,74.33,2,Allen,Low,High,Graduate,Semi-Urban,High,Yes,No,0
76.43,80.44,87.04,ICSE,89.01,2,FIITJEE,Low,Mid,Graduate,Urban,High,No,No,0
70.67,58.32,96.72,ICSE,78.13,2,FIITJEE,Low,Mid,HSC,Semi-Urban,Medium,No,No,0
74.72,48.42,64.57,CBSE,79.87,1,Self Study,Low,Mid,Graduate,Rural,Medium,Yes,No,0
99.18,62.87,81.51,CBSE,84.48,2,Self Study,Very Low,Mid,PG,Rural,Low,Yes,Yes,0
47.76,70.5,73.26,CBSE,66.93,1,Allen,Very Low,Low,PG,Urban,Low,No,No,1
61.74,32.84,68.08,CBSE,89.43,2,Local,Low,High,PG,Urban,Low,No,Yes,0
82.55,47.09,91.01,ICSE,68.61,2,FIITJEE,Very Low,Mid,SSLC,Rural,Low,Yes,No,0
71.44,71.41,75.32,State,77.78,2,FIITJEE,High,Low,Graduate,Rural,High,Yes,Yes,0
88.8,81.91,77.4,State,77.3,1,Local,Medium,Low,HSC,Semi-Urban,Low,Yes,No,1
72.01,72.7,84.17,State,70.44,1,Allen,High,Mid,HSC,Semi-Urban,High,No,Yes,0
52.77,57.33,63.99,CBSE,68.0,2,Self Study,Low,Mid,SSLC,Urban,Low,Yes,Yes,0
61.69,76.95,83.87,CBSE,64.49,1,Local,Medium,Low,Graduate,Rural,High,Yes,Yes,0
74.21,78.73,66.2,ICSE,85.95,1,FIITJEE,Very High,Mid,PG,Rural,Low,No,Yes,0
61.65,73.41,69.55,ICSE,62.1,2,Self Study,Low,Mid,PG,Rural,Low,No,Yes,0
80.89,30.48,48.07,State,67.18,2,FIITJEE,High,Low,Graduate,Semi-Urban,Low,No,No,1
71.22,62.91,73.31,CBSE,85.0,2,FIITJEE,Low,Mid,Graduate,Urban,High,No,Yes,0
75.03,54.45,61.47,CBSE,59.39,1,Self Study,High,High,PG,Semi-Urban,Medium,No,No,0
66.62,58.69,83.54,ICSE,73.01,1,Allen,Medium,High,HSC,Semi-Urban,Low,No,Yes,0
52.6,80.33,65.26,State,72.28,1,Local,Low,Low,PG,Rural,Low,No,Yes,0
70.03,93.91,74.26,CBSE,79.33,1,Allen,High,Low,Graduate,Rural,Medium,No,Yes,0
27.61,61.21,95.65,ICSE,81.77,1,Local,Medium,Low,Graduate,Urban,Low,No,No,1
79.04,68.38,58.63,State,77.22,2,Local,Low,Mid,Graduate,Urban,Medium,Yes,No,0
57.94,68.28,66.01,CBSE,64.94,1,Local,Low,Mid,SSLC,Rural,Low,Yes,Yes,0
59.55,70.96,89.24,State,93.54,1,Local,Medium,Low,PG,Urban,Medium,Yes,No,1
81.51,76.22,57.37,ICSE,85.76,2,Self Study,Very Low,Low,SSLC,Urban,Medium,No,No,1
52.84,55.52,65.26,ICSE,73.62,2,Local,Medium,Low,SSLC,Urban,Low,No,Yes,0
72.66,100.0,53.44,ICSE,72.94,2,Local,Low,Mid,SSLC,Urban,Medium,Yes,Yes,0
74.21,77.56,47.51,State,79.57,1,Self Study,Low,High,Graduate,Semi-Urban,Medium,Yes,Yes,0
42.22,54.25,81.07,State,66.61,2,Allen,Medium,High,Graduate,Semi-Urban,Low,Yes,No,0
72.33,65.24,52.0,State,71.74,2,Self Study,Low,High,Graduate,Rural,High,Yes,Yes,0
64.22,67.26,63.52,ICSE,66.01,2,Self Study,Medium,High,PG,Rural,High,No,Yes,0
87.24,82.12,57.69,CBSE,84.17,1,Self Study,Very Low,High,PG,Urban,Low,Yes,No,0
93.76,69.36,95.29,ICSE,80.94,2,Local,Medium,Low,Graduate,Semi-Urban,Low,No,Yes,0
68.24,63.91,63.35,CBSE,83.37,1,Local,High,High,HSC,Semi-Urban,Medium,Yes,Yes,0
67.75,66.38,46.39,State,84.69,2,Local,Medium,Mid,HSC,Urban,High,No,No,0
87.74,71.14,70.44,State,76.26,1,FIITJEE,Medium,High,SSLC,Rural,High,No,No,0
76.3,63.87,89.22,ICSE,71.67,1,Self Study,Low,Mid,SSLC,Semi-Urban,High,Yes,Yes,0
89.22,44.72,65.9,State,69.08,2,Allen,Medium,Mid,Graduate,Semi-Urban,Low,No,No,0
86.34,64.94,65.11,ICSE,62.41,1,Self Study,Very Low,Low,HSC,Semi-Urban,Medium,Yes,No,1
100.0,75.47,69.37,CBSE,85.22,2,FIITJEE,Medium,High,Graduate,Semi-Urban,High,Yes,No,0
60.85,35.87,62.41,State,63.0,2,Local,Very Low,Low,SSLC,Rural,Medium,No,Yes,0
83.48,90.23,82.42,State,70.22,2,Allen,Medium,High,PG,Rural,Medium,Yes,No,0
63.97,72.39,48.51,CBSE,69.0,1,Local,High,High,Graduate,Rural,High,No,No,0
58.49,34.16,69.58,ICSE,82.71,1,FIITJEE,Very Low,High,HSC,Rural,Low,Yes,No,0
81.7,67.66,81.0,State,78.15,2,Local,Medium,High,PG,Rural,Low,Yes,No,0
48.73,82.49,54.45,ICSE,73.37,2,Self Study,Very Low,Mid,PG,Semi-Urban,Medium,No,Yes,0
82.0,34.72,100.0,CBSE,75.09,1,Allen,Very Low,High,PG,Urban,Medium,Yes,Yes,0
58.67,54.68,82.84,ICSE,83.8,1,Self Study,Medium,Mid,SSLC,Semi-Urban,Medium,Yes,Yes,0
100.0,87.92,63.4,State,71.97,2,Self Study,Medium,Mid,Graduate,Semi-Urban,Medium,No,Yes,0
74.72,74.71,51.2,ICSE,75.21,2,Local,Medium,Mid,PG,Rural,Low,No,No,0
81.52,67.27,82.56,ICSE,75.86,1,Local,High,Low,HSC,Urban,High,Yes,No,1
70.38,63.27,64.89,ICSE,81.21,2,Self Study,Low,High,SSLC,Rural,Low,No,Yes,0
82.23,69.09,70.53,CBSE,64.93,1,FIITJEE,Medium,Mid,SSLC,Rural,Low,No,Yes,0
70.2,53.06,87.82,ICSE,79.77,1,FIITJEE,Low,High,HSC,Semi-Urban,High,No,Yes,0
72.48,74.6,70.57,CBSE,96.51,1,Allen,Medium,Mid,SSLC,Urban,Medium,Yes,Yes,0
69.14,88.27,62.86,CBSE,80.45,1,FIITJEE,Low,Low,HSC,Rural,High,No,Yes,0
100.0,48.06,78.89,CBSE,69.42,2,Self Study,Low,High,HSC,Urban,Medium,Yes,No,0
96.34,68.48,70.05,State,80.47,1,FIITJEE,Low,Mid,HSC,Urban,High,Yes,No,0
79.53,62.81,100.0,ICSE,89.43,2,Local,Low,Mid,SSLC,Semi-Urban,High,No,Yes,0
59.37,63.96,56.98,CBSE,80.89,2,Local,Medium,Mid,Graduate,Urban,High,Yes,No,0
60.65,96.37,59.72,State,65.11,1,Local,Very Low,Low,Graduate,Rural,Medium,Yes,No,1
83.75,69.23,59.74,ICSE,82.55,1,Allen,Medium,Low,PG,Rural,High,Yes,Yes,0
65.07,63.22,65.98,ICSE,64.36,1,Allen,Very Low,Mid,HSC,Urban,Low,Yes,No,0
74.13,41.64,77.72,CBSE,64.96,2,Allen,Medium,High,HSC,Semi-Urban,Medium,Yes,Yes,0
79.25,37.7,88.14,State,76.76,2,FIITJEE,Very Low,High,Graduate,Rural,Medium,No,Yes,0
88.7,40.81,71.79,State,87.47,1,Allen,Medium,High,SSLC,Rural,High,Yes,No,0
81.61,43.17,64.94,State,76.67,2,FIITJEE,High,Mid,HSC,Semi-Urban,Medium,No,No,0
53.51,62.62,66.2,State,55.81,2,FIITJEE,Very Low,Mid,PG,Rural,Medium,No,No,0
58.2,42.04,72.34,CBSE,89.31,1,Local,Medium,Low,PG,Semi-Urban,Low,No,No,1
45.68,81.97,50.21,CBSE,95.08,1,Local,Medium,Low,PG,Rural,Medium,Yes,Yes,0
74.01,57.66,91.31,ICSE,89.41,2,Local,Very High,Mid,SSLC,Urban,Medium,Yes,No,0
53.85,55.8,43.59,CBSE,71.73,1,Local,Very Low,Mid,SSLC,Urban,Medium,No,No,0
61.94,86.97,54.37,State,86.39,2,Allen,Very Low,Mid,SSLC,Urban,Medium,Yes,Yes,0
83.3,44.17,73.18,State,66.02,1,Self Study,Medium,Low,PG,Urban,Low,No,Yes,0
87.96,44.57,68.68,State,72.76,2,FIITJEE,Low,Mid,HSC,Semi-Urban,Medium,Yes,No,0
69.31,63.85,64.63,ICSE,85.47,1,Self Study,Medium,High,SSLC,Rural,Medium,No,Yes,0
87.36,90.6,69.65,CBSE,67.14,2,Self Study,Low,Mid,PG,Rural,Medium,No,No,0
63.61,56.08,79.4,State,54.23,2,Local,Low,Low,Graduate,Semi-Urban,Medium,No,Yes,0
76.88,62.79,84.02,ICSE,87.98,1,FIITJEE,Medium,High,PG,Urban,Medium,No,No,0
45.12,78.94,79.23,ICSE,57.49,1,Self Study,,High,PG,Semi-Urban,High,Yes,Yes,1
83.46,82.84,87.08,State,63.95,1,Allen,High,High,HSC,Urban,High,No,Yes,0
64.51,52.61,67.06,State,63.83,1,FIITJEE,Medium,High,PG,Urban,Medium,Yes,Yes,0
99.9,57.06,56.96,State,87.41,1,Self Study,High,Mid,SSLC,Semi-Urban,Low,Yes,No,0
55.62,57.73,75.51,ICSE,71.09,2,Local,Medium,Low,Graduate,Urban,High,Yes,Yes,0
72.81,52.46,83.5,ICSE,62.86,1,Local,Very High,Low,SSLC,Rural,High,Yes,No,1
97.93,86.07,79.35,State,77.42,1,Self Study,Low,High,SSLC,Rural,High,No,No,0
64.1,42.67,70.45,State,72.18,2,FIITJEE,Low,Low,SSLC,Urban,Medium,Yes,No,1
79.0,56.39,54.53,ICSE,78.38,2,Self Study,Very High,Mid,SSLC,Semi-Urban,Medium,No,No,0
73.98,67.35,77.31,State,100.0,2,Allen,High,High,Graduate,Urban,High,Yes,Yes,0
81.32,81.87,75.15,State,63.38,1,Local,Medium,Low,Graduate,Rural,Medium,Yes,Yes,0
100.0,65.35,73.51,CBSE,75.84,2,FIITJEE,Medium,Low,PG,Urban,Low,Yes,No,1
72.38,63.41,65.05,State,81.62,2,Allen,Low,Low,HSC,Semi-Urban,Low,Yes,No,1
90.56,72.9,56.03,ICSE,88.7,1,Local,High,High,SSLC,Urban,Medium,Yes,No,0
60.72,39.96,60.52,CBSE,71.76,1,Local,Medium,Low,PG,Rural,Low,No,No,1
52.09,77.92,68.86,State,68.67,2,FIITJEE,,Mid,HSC,Urban,High,Yes,No,1
73.53,49.42,90.63,ICSE,95.29,2,FIITJEE,Medium,High,SSLC,Rural,Low,No,No,0
89.21,77.6,54.43,State,76.52,1,Local,High,High,PG,Semi-Urban,Low,Yes,Yes,0
75.18,56.81,65.86,CBSE,86.61,2,Local,High,Mid,PG,Semi-Urban,High,No,No,0
46.36,82.17,89.38,CBSE,94.25,1,FIITJEE,Low,Mid,HSC,Rural,High,No,Yes,0
93.45,44.67,78.43,CBSE,55.58,2,Allen,High,High,Graduate,Urban,High,No,No,0
57.97,58.47,75.85,State,85.6,2,Allen,High,High,SSLC,Urban,Medium,Yes,Yes,0
79.97,53.9,69.96,State,94.61,2,FIITJEE,Low,Low,HSC,Urban,High,Yes,Yes,0
68.9,87.55,63.4,ICSE,80.71,1,Allen,Medium,Mid,PG,Urban,Low,Yes,Yes,0
88.23,52.51,69.9,CBSE,63.24,1,Local,Medium,Low,SSLC,Urban,Low,No,No,1
73.59,55.74,72.15,State,54.78,1,Allen,Medium,High,SSLC,Rural,Medium,No,Yes,0
80.42,85.9,69.14,ICSE,65.37,2,Self Study,Low,Low,HSC,Rural,Medium,Yes,Yes,0
81.12,46.4,63.8,State,69.2,1,Allen,Medium,Low,HSC,Semi-Urban,Medium,Yes,No,1
74.65,78.61,78.38,CBSE,62.64,1,Self Study,Low,Low,SSLC,Semi-Urban,Low,No,No,1
81.16,76.55,65.56,CBSE,83.22,2,Local,Medium,High,PG,Rural,Medium,No,Yes,0
54.09,50.12,69.72,ICSE,98.18,1,FIITJEE,High,Low,SSLC,Urban,Medium,No,No,1
75.54,79.29,56.04,ICSE,71.87,2,Self Study,Low,High,Graduate,Rural,High,Yes,Yes,0
86.08,41.42,66.22,ICSE,72.46,1,Self Study,Medium,Mid,HSC,Urban,Low,No,Yes,0
83.06,51.76,76.41,ICSE,83.03,2,Self Study,Low,High,SSLC,Semi-Urban,High,Yes,Yes,0
95.01,55.04,70.29,CBSE,83.45,2,FIITJEE,Medium,Mid,PG,Semi-Urban,High,No,Yes,0
64.6,56.3,71.29,CBSE,64.53,1,Self Study,Medium,Mid,SSLC,Semi-Urban,High,No,No,0
61.95,46.7,76.62,State,63.62,1,FIITJEE,Medium,Low,SSLC,Urban,High,No,Yes,0
74.6,72.27,71.14,ICSE,64.07,1,FIITJEE,Medium,High,SSLC,Urban,Medium,No,No,0
82.12,75.52,65.0,CBSE,73.81,2,FIITJEE,Low,High,Graduate,Semi-Urban,High,No,No,0
78.89,79.63,59.26,ICSE,75.61,2,FIITJEE,Medium,Mid,SSLC,Rural,High,Yes,Yes,0
74.81,46.41,62.67,ICSE,69.15,2,Self Study,High,Mid,Graduate,Urban,High,Yes,Yes,0
88.09,67.72,86.68,State,75.92,2,Local,Medium,Mid,SSLC,Rural,Medium,Yes,Yes,0
68.0,47.9,71.61,CBSE,82.48,2,Local,Medium,Mid,Graduate,Urban,Medium,Yes,Yes,0
84.03,98.57,84.47,ICSE,88.19,1,Allen,Very High,Mid,Graduate,Semi-Urban,High,Yes,Yes,0
73.48,77.01,54.96,State,77.1,1,Allen,Low,High,Graduate,Semi-Urban,Low,No,No,0
89.49,100.0,52.26,State,69.95,1,Self Study,Medium,High,Graduate,Semi-Urban,High,No,Yes,0
83.73,54.93,61.62,State,80.97,2,FIITJEE,Medium,Mid,PG,Urban,High,Yes,Yes,0
66.11,78.4,84.36,CBSE,60.4,2,Local,Low,Low,SSLC,Rural,High,Yes,Yes,0
68.08,99.99,76.95,CBSE,63.23,1,Self Study,Low,High,HSC,Urban,Medium,Yes,No,0
84.31,55.06,60.27,ICSE,64.85,2,Local,Very Low,High,SSLC,Rural,High,Yes,Yes,1
53.34,100.0,58.59,ICSE,82.86,2,Allen,Low,Low,HSC,Rural,Medium,Yes,No,1
83.7,93.03,51.27,CBSE,55.34,1,FIITJEE,Low,Low,HSC,Urban,Medium,Yes,No,1
98.35,50.96,73.49,CBSE,68.45,1,Allen,Low,High,SSLC,Semi-Urban,Medium,No,No,0
53.49,58.02,74.63,CBSE,68.88,2,FIITJEE,High,Low,SSLC,Rural,Low,No,No,1
84.48,56.22,39.3,CBSE,69.6,2,Allen,Medium,High,PG,Urban,High,Yes,No,0
76.64,63.78,73.74,ICSE,72.97,1,Local,Low,High,Graduate,Urban,Medium,Yes,No,0
78.33,55.29,32.4,State,82.13,1,Self Study,Very Low,Low,SSLC,Urban,Medium,Yes,Yes,0
78.75,71.88,75.43,State,74.45,2,Allen,Low,Low,PG,Rural,Low,No,Yes,0
47.61,41.91,59.28,CBSE,82.79,1,Local,Low,Low,PG,Rural,Medium,No,No,1
65.61,65.07,56.28,State,68.37,2,Local,Very Low,Low,SSLC,Rural,High,Yes,No,1
59.98,57.7,72.9,ICSE,72.33,1,Local,High,Low,SSLC,Semi-Urban,Low,No,No,1
69.97,89.84,71.24,ICSE,75.44,1,FIITJEE,High,High,HSC,Rural,Medium,No,No,0
41.51,70.29,76.05,CBSE,92.65,2,Self Study,Low,High,Graduate,Rural,High,Yes,Yes,0
68.06,77.32,67.95,State,65.69,2,Local,Low,High,Graduate,Rural,Low,No,No,0
86.43,73.72,72.59,CBSE,84.01,1,Local,Medium,High,HSC,Semi-Urban,Low,No,Yes,0
70.5,55.94,61.62,CBSE,84.71,2,FIITJEE,Medium,High,PG,Urban,Low,No,Yes,0
97.85,92.76,80.98,ICSE,71.72,2,Allen,High,High,SSLC,Semi-Urban,High,Yes,No,0
71.87,86.12,85.9,CBSE,56.85,1,Allen,Medium,Mid,PG,Urban,Medium,Yes,Yes,0
66.58,72.53,38.84,ICSE,77.47,2,Allen,Very Low,Low,HSC,Rural,Medium,Yes,No,1
66.79,83.92,58.16,ICSE,83.18,1,Allen,Very High,Low,Graduate,Rural,Medium,Yes,Yes,0
64.66,49.89,65.84,ICSE,84.44,2,Self Study,Low,Low,SSLC,Rural,Medium,No,Yes,0
87.12,57.47,71.14,State,91.34,2,Self Study,High,High,PG,Rural,Medium,Yes,Yes,0
65.39,100.0,83.3,ICSE,86.69,2,Allen,Medium,Mid,Graduate,Urban,High,No,No,0
87.01,59.71,52.44,State,70.92,1,Self Study,Low,Low,PG,Rural,High,No,No,1
79.31,77.95,47.21,CBSE,75.1,1,Self Study,High,Low,HSC,Urban,Low,Yes,Yes,0
90.34,60.81,73.4,ICSE,71.44,2,Allen,High,High,SSLC,Semi-Urban,Low,No,Yes,0
75.15,58.78,58.68,CBSE,83.03,2,Local,Very Low,Low,SSLC,Rural,High,Yes,Yes,1
72.9,58.14,73.52,ICSE,72.25,2,Allen,High,Mid,PG,Urban,Medium,No,No,0
71.12,50.15,59.15,CBSE,55.9,1,FIITJEE,Low,Low,Graduate,Semi-Urban,Low,Yes,No,1
93.05,81.11,68.93,ICSE,75.89,2,Allen,Low,Low,Graduate,Rural,Medium,Yes,No,1
65.35,54.75,89.15,ICSE,63.66,2,Self Study,Very High,Mid,Graduate,Urban,High,No,No,0
77.88,71.29,68.67,CBSE,88.84,2,FIITJEE,High,Low,Graduate,Semi-Urban,Low,Yes,Yes,0
90.59,73.03,60.29,State,76.31,2,Allen,Very Low,Mid,HSC,Rural,Low,Yes,Yes,0
71.27,81.4,61.45,CBSE,69.66,2,Self Study,Medium,Mid,HSC,Rural,Low,Yes,No,0
42.8,75.66,64.51,CBSE,78.95,2,Self Study,Medium,High,PG,Urban,Medium,No,Yes,0
86.88,87.06,79.96,CBSE,92.98,1,Local,Low,Low,Graduate,Semi-Urban,Low,Yes,No,1
100.0,48.16,49.12,CBSE,67.96,2,Self Study,Low,Mid,SSLC,Urban,Low,No,No,0
80.83,68.31,77.42,ICSE,51.58,1,Self Study,Very Low,Low,SSLC,Rural,Medium,Yes,Yes,0
58.4,44.95,52.05,ICSE,59.63,1,Self Study,Medium,Mid,HSC,Urban,High,Yes,Yes,0
87.27,60.5,67.65,CBSE,82.95,2,FIITJEE,Medium,Mid,PG,Semi-Urban,High,No,Yes,0
84.27,87.69,81.66,CBSE,86.67,1,Local,Low,Low,HSC,Rural,Low,No,No,1
69.26,72.27,67.32,CBSE,63.97,2,Local,Medium,Mid,SSLC,Semi-Urban,High,Yes,No,0
73.98,68.67,79.78,State,75.8,1,FIITJEE,Medium,Mid,PG,Semi-Urban,High,Yes,No,0
57.78,61.68,62.77,ICSE,59.53,1,Allen,Medium,High,HSC,Semi-Urban,Low,Yes,No,0
77.57,36.75,63.7,ICSE,66.77,2,Self Study,Very Low,Low,PG,Urban,Low,No,Yes,0
63.22,58.77,70.84,ICSE,78.26,1,Allen,High,Mid,PG,Semi-Urban,Medium,No,Yes,0
36.25,59.08,64.72,ICSE,60.94,2,Self Study,Low,High,PG,Rural,Low,Yes,Yes,0
80.9,86.65,75.66,State,67.25,2,Local,Medium,Mid,Graduate,Semi-Urban,High,No,Yes,0
74.98,67.48,74.31,CBSE,68.01,2,Allen,Very Low,Mid,PG,Semi-Urban,Medium,Yes,No,0
90.95,77.73,85.98,ICSE,89.9,1,FIITJEE,Very Low,Mid,SSLC,Rural,Low,No,No,0
71.45,77.76,75.51,CBSE,81.52,1,Self Study,,Mid,Graduate,Urban,Low,No,Yes,0
56.51,60.64,78.63,State,68.86,2,FIITJEE,Medium,High,HSC,Rural,Medium,Yes,No,0
73.08,95.34,51.03,ICSE,72.52,1,Local,High,Mid,Graduate,Rural,Medium,Yes,Yes,0
42.78,100.0,70.78,CBSE,80.32,1,Local,Low,Low,PG,Rural,Medium,No,Yes,0
75.07,64.61,72.12,CBSE,84.29,1,Local,Low,High,PG,Semi-Urban,High,No,No,0
55.85,63.0,55.02,ICSE,92.44,2,FIITJEE,Medium,High,PG,Urban,Medium,No,Yes,0
71.87,79.71,54.44,ICSE,61.64,2,Allen,Medium,High,PG,Urban,Medium,No,Yes,0
76.59,73.5,67.29,CBSE,67.07,1,Self Study,Medium,High,PG,Semi-Urban,High,Yes,Yes,0
71.53,42.13,71.71,State,68.95,1,Self Study,Low,Low,Graduate,Urban,Low,No,No,1
